,BPM,headPos,headRotationY,timeStamp,x,y,z,head_positions
1637,1.0,"{'x': 0.4258596897125244, 'y': 0.059205517172813416, 'z': 0.1241384819149971}",66.57698059082031,115.85623359680176,0.4258596897125244,0.059205517172813416,0.1241384819149971,"(0.4258596897125244, 0.059205517172813416, 0.1241384819149971, 30.091211318969727)"
1638,1.0,"{'x': 0.43307268619537354, 'y': 0.05782143771648407, 'z': 0.1260278970003128}",69.24472045898438,115.92316627502441,0.43307268619537354,0.05782143771648407,0.1260278970003128,"(0.43307268619537354, 0.05782143771648407, 0.1260278970003128, 30.158143997192383)"
1639,1.0,"{'x': 0.43699538707733154, 'y': 0.05647581070661545, 'z': 0.13007676601409912}",70.67213439941406,115.98993492126465,0.43699538707733154,0.05647581070661545,0.13007676601409912,"(0.43699538707733154, 0.05647581070661545, 0.13007676601409912, 30.224912643432617)"
1640,1.0,"{'x': 0.4385513663291931, 'y': 0.05642854422330856, 'z': 0.13672325015068054}",69.96968841552734,116.0559196472168,0.4385513663291931,0.05642854422330856,0.13672325015068054,"(0.4385513663291931, 0.05642854422330856, 0.13672325015068054, 30.290897369384766)"
1641,1.0,"{'x': 0.4378896951675415, 'y': 0.05650227516889572, 'z': 0.14392304420471191}",69.27491760253906,116.12478446960449,0.4378896951675415,0.05650227516889572,0.14392304420471191,"(0.4378896951675415, 0.05650227516889572, 0.14392304420471191, 30.35976219177246)"
1642,1.0,"{'x': 0.43692731857299805, 'y': 0.05066118389368057, 'z': 0.1470411717891693}",70.44560241699219,116.18935012817383,0.43692731857299805,0.05066118389368057,0.1470411717891693,"(0.43692731857299805, 0.05066118389368057, 0.1470411717891693, 30.424327850341797)"
1643,1.0,"{'x': 0.436265230178833, 'y': 0.04407283663749695, 'z': 0.15175172686576843}",71.5183334350586,116.25577163696289,0.436265230178833,0.04407283663749695,0.15175172686576843,"(0.436265230178833, 0.04407283663749695, 0.15175172686576843, 30.49074935913086)"
1644,1.0,"{'x': 0.4393841326236725, 'y': 0.04050999879837036, 'z': 0.15483130514621735}",72.51594543457031,116.32327651977539,0.4393841326236725,0.04050999879837036,0.15483130514621735,"(0.4393841326236725, 0.04050999879837036, 0.15483130514621735, 30.55825424194336)"
1645,1.0,"{'x': 0.44856566190719604, 'y': 0.040410712361335754, 'z': 0.15727189183235168}",73.0531234741211,116.38897323608398,0.44856566190719604,0.040410712361335754,0.15727189183235168,"(0.44856566190719604, 0.040410712361335754, 0.15727189183235168, 30.623950958251953)"
1646,1.0,"{'x': 0.46261391043663025, 'y': 0.04254094511270523, 'z': 0.1584685742855072}",73.23863983154297,116.45608901977539,0.46261391043663025,0.04254094511270523,0.1584685742855072,"(0.46261391043663025, 0.04254094511270523, 0.1584685742855072, 30.69106674194336)"
1647,1.0,"{'x': 0.4814417362213135, 'y': 0.04355703294277191, 'z': 0.1584724336862564}",73.19900512695312,116.52208137512207,0.4814417362213135,0.04355703294277191,0.1584724336862564,"(0.4814417362213135, 0.04355703294277191, 0.1584724336862564, 30.75705909729004)"
1648,1.0,"{'x': 0.5050152540206909, 'y': 0.0432572141289711, 'z': 0.16002294421195984}",72.74187469482422,116.58906936645508,0.5050152540206909,0.0432572141289711,0.16002294421195984,"(0.5050152540206909, 0.0432572141289711, 0.16002294421195984, 30.824047088623047)"
1649,1.0,"{'x': 0.5343914031982422, 'y': 0.0433150976896286, 'z': 0.16232170164585114}",72.45733642578125,116.65581130981445,0.5343914031982422,0.0433150976896286,0.16232170164585114,"(0.5343914031982422, 0.0433150976896286, 0.16232170164585114, 30.890789031982422)"
1650,1.0,"{'x': 0.5678421854972839, 'y': 0.039899952709674835, 'z': 0.1640569567680359}",71.51287078857422,116.72188949584961,0.5678421854972839,0.039899952709674835,0.1640569567680359,"(0.5678421854972839, 0.039899952709674835, 0.1640569567680359, 30.956867218017578)"
1651,1.0,"{'x': 0.603768527507782, 'y': 0.03799104690551758, 'z': 0.16543260216712952}",69.4256591796875,116.78927421569824,0.603768527507782,0.03799104690551758,0.16543260216712952,"(0.603768527507782, 0.03799104690551758, 0.16543260216712952, 31.02425193786621)"
1652,1.0,"{'x': 0.6439899206161499, 'y': 0.041423164308071136, 'z': 0.16870354115962982}",68.17761993408203,116.85539054870605,0.6439899206161499,0.041423164308071136,0.16870354115962982,"(0.6439899206161499, 0.041423164308071136, 0.16870354115962982, 31.090368270874023)"
1653,1.0,"{'x': 0.6799346208572388, 'y': 0.04045259952545166, 'z': 0.1677543818950653}",67.54561614990234,116.92236518859863,0.6799346208572388,0.04045259952545166,0.1677543818950653,"(0.6799346208572388, 0.04045259952545166, 0.1677543818950653, 31.1573429107666)"
